892,412,57,45,1,8,0,1
920,446,10,16,1,2,0,2
781,421,9,14,1,2,0,0
784,406,45,61,1,5,0,0
671,340,10,21,1,1,0,0
655,319,19,18,1,10,0,1
660,319,9,13,1,2,0,1
628,344,18,13,1,10,0,1
628,342,9,12,1,2,0,1
633,338,8,15,1,2,0,1
502,286,50,21,1,4,0,1
479,306,50,24,1,4,0,1
516,302,72,40,1,6,0,2
598,285,47,21,1,4,0,0
171,258,48,25,1,4,0,1
216,263,54,29,1,5,0,0
254,249,48,19,1,4,0,1
687,267,43,20,1,4,0,0
731,276,48,22,1,4,0,0
824,208,35,17,1,4,0,0
885,198,33,18,1,4,0,1
894,208,36,16,1,4,0,0
930,191,30,18,1,4,1,1
818,144,4,11,1,1,0,1
822,145,4,10,1,1,0,1
829,144,6,12,1,1,0,1
688,135,4,11,1,1,0,0
327,135,5,6,1,2,0,0
426,210,6,12,1,1,0,0
477,235,13,11,1,10,0,1
479,232,6,11,1,2,0,1
567,204,25,20,1,5,0,0
540,218,34,17,1,4,0,1
4,185,6,11,1,1,0,0
91,128,13,9,1,8,0,1
80,179,34,19,1,6,0,1
53,182,32,29,0,11,0,2
99,404,79,36,1,4,0,2
340,352,59,30,1,4,0,0
123,313,219,92,1,6,0,1
177,292,210,68,1,6,0,2
