210,856,214,142,1,5,0,0
196,578,116,38,1,4,0,1
213,528,98,34,1,4,0,1
80,517,108,37,1,4,0,1
250,502,94,35,1,4,0,1
380,496,82,32,1,4,0,1
0,461,59,28,1,4,1,0
91,456,81,30,1,4,0,0
205,447,71,29,1,4,0,0
361,446,73,28,1,4,0,0
337,439,67,28,1,4,0,1
434,431,69,27,1,4,0,0
527,428,64,27,1,4,0,1
226,393,29,20,1,5,0,2
264,387,30,21,1,4,0,2
295,389,35,20,1,4,0,1
350,385,25,19,1,4,0,1
408,401,9,20,1,1,0,0
414,400,9,21,1,1,0,0
510,435,8,22,1,1,0,0
525,438,9,20,1,1,0,0
393,350,31,19,1,4,0,0
338,368,6,12,1,1,0,0
324,365,6,13,1,1,0,0
424,386,8,22,1,1,0,1
491,337,24,14,1,5,0,1
569,301,18,13,1,4,0,1
628,295,36,11,1,4,0,0
607,252,20,7,1,4,0,1
662,287,27,14,1,4,0,2
631,262,15,9,1,5,0,2
631,253,21,8,1,4,0,0
729,290,47,21,1,9,0,1
731,304,5,13,1,1,0,0
718,282,26,11,1,4,0,1
714,279,26,10,1,4,0,1
706,275,27,10,1,4,0,1
618,418,59,30,1,5,0,1
694,417,54,24,1,5,0,1
769,411,56,25,1,4,0,0
1045,573,92,57,1,4,0,1
1174,534,78,42,1,4,0,0
1090,469,106,57,1,9,0,1
1290,491,68,39,1,4,0,0
1367,465,33,50,1,4,1,0
928,328,72,44,1,9,0,1
874,407,12,20,1,10,0,1
921,397,8,19,1,1,0,1
916,388,6,22,1,1,0,1
922,383,8,21,1,1,0,1
938,383,16,17,1,10,0,1
843,669,123,80,1,4,0,1
390,718,187,96,1,4,0,0
875,406,11,19,1,2,0,1
937,381,11,14,1,2,0,1
